task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,664 + 702 =,1366,1331,False,0ad23c77,2,"[FINAL]  1331

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,176 + 266 =,442,196,False,f6081f97,2,"[FINAL]  196

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,738 + 719 =,1457,1510,False,d17aab52,2,"[FINAL]  1510

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,310 + 932 =,1242,1331,False,48d2ca94,2,"[FINAL]  1331

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,376 + 413 =,789,900,False,e06f9c02,2,"[FINAL]  900

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,550 + 468 =,1018,1048,False,609b7b79,2,"[FINAL]  1048

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,752 + 124 =,876,1000,False,e06c3c32,2,"[FINAL]  1000

**Final Answer**
",1.372310347624989,13,468,False
n_ary,2_ops,346 + 315 =,661,901,False,b865d69e,2,"[FINAL]  901

**Final Answer**",1.372310347624989,13,468,False
n_ary,2_ops,142 + 780 =,922,14200,False,07a8932f,2,"[FINAL]  14200

**Final Answer**
",1.4525411597500124,15,468,False
n_ary,2_ops,292 + 474 =,766,1270,False,5cfffc5c,2,"[FINAL]  1270

**Final Answer**
",1.4525411597500124,15,468,False
n_ary,2_ops,263 + 310 =,573,645,False,ae7caa4f,2,"[FINAL]  645

**Final Answer**
",1.4525411597500124,15,468,False
n_ary,2_ops,760 + 345 =,1105,1005,False,a7a1dc2f,2,"[FINAL]  1005

**Final Answer**
",1.4525411597500124,15,468,False
n_ary,2_ops,199 + 692 =,891,199,False,68298b9b,2,[FINAL]  199 + 692 = 891,1.4525411597500124,15,468,False
n_ary,2_ops,897 + 868 =,1765,1768,False,5107c0c2,2,"[FINAL]  1768

**Final Answer**",1.4525411597500124,15,468,False
n_ary,2_ops,370 + 276 =,646,942,False,8413f7b8,2,"[FINAL]  942

**Final Answer**
",1.4525411597500124,15,468,False
n_ary,2_ops,983 + 381 =,1364,1275,False,0b54abcb,2,"[FINAL]  1275

**Final Answer**
",1.4525411597500124,15,468,False
n_ary,2_ops,655 + 852 =,1507,1409,False,50c49839,2,"[FINAL]  1409

**Final Answer**
",1.4173531017499954,13,468,False
n_ary,2_ops,661 + 246 =,907,1077,False,a4a59a7b,2,"[FINAL]  1077

**Final Answer**",1.4173531017499954,13,468,False
n_ary,2_ops,930 + 257 =,1187,1189,False,3f4a75ef,2,"[FINAL]  1189

**Final Answer**
",1.4173531017499954,13,468,False
n_ary,2_ops,696 + 233 =,929,1000,False,19dbfbee,2,"[FINAL]  1000

**Final Answer**
",1.4173531017499954,13,468,False
n_ary,2_ops,010 + 463 =,473,1597,False,13eeda8c,2,"[FINAL]  1597

**Final Answer**
",1.4173531017499954,13,468,False
n_ary,2_ops,881 + 099 =,980,1080,False,2af31691,2,"[FINAL]  1080

**Final Answer**
",1.4173531017499954,13,468,False
n_ary,2_ops,078 + 260 =,338,1040,False,49e3cf41,2,"[FINAL]  1040

**Final Answer**
",1.4173531017499954,13,468,False
n_ary,2_ops,534 + 157 =,691,901,False,03d7c8bf,2,"[FINAL]  901

**Final Answer**",1.4173531017499954,13,468,False
n_ary,2_ops,892 + 426 =,1318,1308,False,7c7b27ec,2,"[FINAL]  1308

**Final Answer**
",1.4336082070000202,13,468,False
n_ary,2_ops,950 + 883 =,1833,1785,False,d87aa1b0,2,"[FINAL]  1785

**Final Answer**
",1.4336082070000202,13,468,False
n_ary,2_ops,174 + 619 =,793,144,False,82c4b7ee,2,[FINAL]  144 + 619 =,1.4336082070000202,13,468,False
