task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
igsm,depth_4_hierarchical_mod_7,Question. E#E := 4. D#G := 5. F#K := N#N. G#A := I#O. I#O := J#O. J#O := 4. N#N := 5. B#J := I#B. I#B := F#K. E#F := G#A. I#E := G#A - G#A. D#F := B#J. F#L := I#E. I#K := B#J - I#E. P#I := J#O - N#N. D#F?,5,2,False,98ac940b,12,[FINAL]  2 [END],20.94385892199989,5,1298,False
igsm,depth_4_hierarchical_mod_7,Question. D#K := G#P - G#P. P#B := 4. G#P := J#I. E#H := 2. C#I := P#B * K#D. A#J := J#I. K#H := C#I + C#I. L#J := 5. E#O := K#D. A#L := G#P * G#P. J#I := C#I. N#K := E#O. F#D := A#J + A#J. I#C := C#I. K#D := 3. A#L?,4,6,False,7fb5ddb8,12,[FINAL]  6 [END],21.156176641000002,5,1306,False
igsm,depth_4_hierarchical_mod_7,Question. B#L := I#D. N#H := F#L * F#L. F#L := O#L. I#D := F#L. J#H := 1. L#D := B#L + B#L. C#J := I#J - O#L. I#J := 0. L#I := I#D. O#N := N#H * I#D. F#B := O#N - L#I. M#C := L#I. A#E := L#I - B#L. E#H := 4. G#C := F#L. O#L := 4. M#C?,4,2,False,0eab4c6a,12,[FINAL]  2 [END],22.26870938600041,5,1318,False
igsm,depth_4_hierarchical_mod_7,Question. M#O := F#I. C#M := M#G + M#G. B#G := D#F. D#F := F#I. F#I := 0. K#E := A#I + F#A. M#G := E#C. P#K := A#I + F#I. F#A := 5. O#F := D#K. D#K := B#G. L#A := 2. A#I := 1. E#C := M#O * P#K. M#D := D#F. J#L := D#K. J#L?,0,2,False,d4e7cfcb,12,[FINAL]  2 [END],22.26088896300007,5,1310,False
igsm,depth_4_hierarchical_mod_7,Question. I#N := 1. D#N := D#K - H#I. J#G := C#J. F#L := E#F + J#G. E#F := H#I * D#K. D#A := K#N * K#N. K#N := 2. D#O := A#G. C#J := L#H * I#H. J#E := D#N + J#G. O#A := D#K * H#I. A#F := D#N. A#A := 4. E#O := J#G + D#N. A#G := 6. L#H := A#A. P#P := L#H - L#H. I#H := I#N - K#N. D#K := D#A. H#I := L#H * L#H. E#O?,5,2,False,a85c0786,12,[FINAL]  2 [END],23.908485513000414,5,1370,False
igsm,depth_4_hierarchical_mod_7,Question. P#A := N#A + N#A. E#K := N#A * A#B. G#L := A#L + A#L. L#G := 4. I#A := N#I * N#I. N#I := N#L. J#F := E#K * E#K. M#L := F#C. G#E := 1. A#L := I#A. N#A := N#L. J#G := J#F. N#L := 2. B#E := G#E. F#C := A#B. A#B := N#L. H#D := 4. P#L := M#L. A#C := I#A. P#L?,2,2,True,51eb7898,12,[FINAL]  2 [END],23.975869659999262,5,1338,False
igsm,depth_4_hierarchical_mod_7,Question. N#A := O#D. K#P := 4. P#D := M#L. K#J := 3. I#G := O#N. O#N := M#L. K#C := E#I. E#I := C#H * M#L. D#B := E#I. O#D := 6. G#F := K#J + O#D. M#L := G#F + N#A. C#H := N#A. E#K := 1. P#E := C#H * M#L. I#G?,1,3,False,40ab6b8e,12,[FINAL]  3 [END],23.82685859400044,5,1302,False
igsm,depth_4_hierarchical_mod_7,Question. N#O := E#I + B#E. A#N := A#D - N#O. M#B := N#O + N#O. N#C := F#M. B#E := G#M. H#P := F#B. F#M := B#E. D#A := 1. G#M := 0. A#D := E#I. A#L := 1. A#G := N#C. B#H := 4. E#I := G#M. P#M := H#P. F#B := B#E - B#E. A#G?,0,1,False,664703b5,12,[FINAL]  1 [END],23.095590403000642,5,1310,False
igsm,depth_4_hierarchical_mod_7,Question. O#D := K#C. K#C := P#B. D#E := J#F * O#D. F#C := I#I. I#H := M#O - I#I. M#O := 4. H#N := 2. L#K := B#M. I#I := 1. B#M := M#O * H#N. B#K := B#M + F#C. D#H := J#F. A#H := J#F * O#D. I#I := 6. J#F := L#K + L#K. P#B := I#I. B#E := J#F. D#H?,2,5,False,97c653ee,12,[FINAL]  5 [END],24.479049554000085,5,1326,False
igsm,depth_4_hierarchical_mod_7,Question. F#K := O#D. D#E := E#C - E#C. A#D := M#N * I#P. A#F := D#E * D#E. A#G := I#P. L#J := F#K * F#K. F#E := 6. H#N := F#E. I#P := 0. O#D := A#D - H#N. A#E := 4. J#B := I#P + A#E. M#N := 3. M#F := J#B - J#B. E#C := H#N. L#J?,1,2,False,857b407e,12,[FINAL]  2 [END],24.077266634999432,5,1314,False
