task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,989 + 983 =,1972,1,False,4bee6aea,2,"0. Sum: 0
 1. 0 + 999 = 999
2. 999 + 983 = 1982
3. 1982 + 973 = 2955
4. 2955 + 963 = 3918
5. 3918 + 954 = 4872
6. 4872 + 943 = 5815
7. 5815 + 934 = 6749
8. 6749 + 923 = 7672
9. 7672 + 914 = 8586
10. 8586 + 904 = 9490
11. 9490 + 903 = 10393
12. 10393 + 902 = 11395
13. 11395 + 901 = 12396
14. 1",8.185419863000007,256,334,False
n_ary,2_ops,461 + 777 =,1238,7999,False,87525907,2,"0. Sum: 0
 1. 0 + 461 = 461
2. 461 + 777 = 1248
3. 1248 + 461 = 1709
4. 1709 + 777 = 2486
5. 2486 + 461 = 2947
6. 2947 + 777 = 3724
7. 3724 + 461 = 4185
8. 4185 + 777 = 4962
9. 4962 + 461 = 5423
10. 5423 + 777 = 6200
11. 6200 + 461 = 6661
12. 6661 + 777 = 7438
13. 7438 + 461 = 7999
14. 7999 + ",8.185419863000007,256,334,False
n_ary,2_ops,593 + 258 =,851,13,False,a68f9ec5,2,"0. Sum: 0
 1. 593 + 258 = 851
2. 851 + 123 = 974
3. 974 + 456 = 1430
4. 1430 + 789 = 2219
5. 2219 + 1000 = 3219
6. 3219 + 1234 = 4453
7. 4453 + 1234 = 5687
8. 5687 + 1234 = 6921
9. 6921 + 1234 = 8155
10. 8155 + 1234 = 9389
11. 9389 + 1234 = 10623
12. 10623 + 1234 = 11857
13. 11857 + 1234 = 13",8.185419863000007,256,334,False
n_ary,2_ops,193 + 361 =,554,309,False,020598ac,2,"0. Sum: 0
 1. 0 + 1 = 1
2. 1 + 3 = 4
3. 4 + 5 = 9
4. 9 + 7 = 16
5. 16 + 9 = 25
6. 25 + 11 = 36
7. 36 + 13 = 49
8. 49 + 17 = 66
9. 66 + 19 = 85
10. 85 + 21 = 106
11. 106 + 23 = 129
12. 129 + 25 = 154
13. 154 + 27 = 181
14. 181 + 29 = 210
15. 210 + 31 = 241
16. 241 + 33 = 274
17. 274 + 35 = 309
18. 309",8.185419863000007,256,334,False
n_ary,2_ops,663 + 391 =,1054,58,False,2db672cf,2,"0. Sum: 0
 1. 663 + 391 = 1054
2. 1054 + 391 = 1445
3. 1445 + 391 = 1836
4. 1836 + 391 = 2227
5. 2227 + 391 = 2618
6. 2618 + 391 = 3009
7. 3009 + 391 = 3400
8. 3400 + 391 = 3791
9. 3791 + 391 = 4182
10. 4182 + 391 = 4573
11. 4573 + 391 = 5064
12. 5064 + 391 = 5455
13. 5455 + 391 = 5846
14. 58",8.185419863000007,256,334,False
n_ary,2_ops,141 + 653 =,794,21,False,edfaeef5,2,"0. Sum: 0
 1. 0 + 1 = 1
2. 1 + 1 = 2
3. 2 + 1 = 3
4. 3 + 1 = 4
5. 4 + 1 = 5
6. 5 + 1 = 6
7. 6 + 1 = 7
8. 7 + 1 = 8
9. 8 + 1 = 9
10. 9 + 1 = 10
11. 10 + 1 = 11
12. 11 + 1 = 12
13. 12 + 1 = 13
14. 13 + 1 = 14
15. 14 + 1 = 15
16. 15 + 1 = 16
17. 16 + 1 = 17
18. 17 + 1 = 18
19. 18 + 1 = 19
20. 19 + 1 = 20
21. ",8.185419863000007,256,334,False
n_ary,2_ops,045 + 585 =,630,1,False,f41c73a6,2,"0. Sum: 0
 1. 0 + 5 = 5
2. 5 + 585 = 590
3. 590 + 55 = 645
4. 645 + 555 = 1200
5. 1200 + 555 = 1755
6. 1755 + 555 = 2310
7. 2310 + 555 = 2865
8. 2865 + 555 = 3420
9. 3420 + 555 = 4000
10. 4000 + 555 = 4555
11. 4555 + 555 = 5110
12. 5110 + 555 = 5665
13. 5665 + 555 = 6220
14. 6220 + 555 = 6775
1",8.185419863000007,256,334,False
n_ary,2_ops,966 + 177 =,1143,571,False,444a6738,2,"0. Sum: 0
 1. 0 + 966 = 966
2. 966 + 177 = 1143
3. 1143 + 0 = 1143
4. 1143 + 966 = 2109
5. 2109 + 177 = 2286
6. 2286 + 0 = 2286
7. 2286 + 966 = 3252
8. 3252 + 177 = 3429
9. 3429 + 0 = 3429
10. 3429 + 966 = 4395
11. 4395 + 177 = 4572
12. 4572 + 0 = 4572
13. 4572 + 966 = 5538
14. 5538 + 177 = 571",8.185419863000007,256,334,False
n_ary,2_ops,988 + 509 =,1497,9391,False,20c67080,2,"0. Sum: 0
 1. 0 + 888 = 888
2. 888 + 509 = 1397
3. 1397 + 988 = 2385
4. 2385 + 509 = 2894
5. 2894 + 988 = 3882
6. 3882 + 509 = 4391
7. 4391 + 988 = 5379
8. 5379 + 509 = 5888
9. 5888 + 988 = 6876
10. 6876 + 509 = 7385
11. 7385 + 988 = 8373
12. 8373 + 509 = 8882
13. 8882 + 509 = 9391
14. 9391 + ",8.292825972125001,256,334,False
n_ary,2_ops,132 + 846 =,978,13,False,fa71e0e4,2,"0. Sum: 0
 1. 0 + 122 = 122
2. 122 + 866 = 988
3. 988 + 432 = 1420
4. 1420 + 213 = 1633
5. 1633 + 124 = 1757
6. 1757 + 125 = 1882
7. 1882 + 126 = 1998
8. 1998 + 127 = 2125
9. 2125 + 128 = 2253
10. 2253 + 129 = 2382
11. 2382 + 130 = 2512
12. 2512 + 131 = 2643
13. 2643 + 132 = 2775
14. 2775 + 13",8.292825972125001,256,334,False
n_ary,2_ops,920 + 903 =,1823,14,False,81ed18c0,2,"0. Sum: 0
 1. 0 + 920 = 920
2. 920 + 933 = 1853
3. 1853 + 944 = 2897
4. 2897 + 955 = 3852
5. 3852 + 965 = 4817
6. 4817 + 976 = 5793
7. 5793 + 987 = 6780
8. 6780 + 997 = 7777
9. 7777 + 998 = 8775
10. 8775 + 999 = 9774
11. 9774 + 1000 = 10774
12. 10774 + 1001 = 11775
13. 11775 + 1002 = 12777
14",8.292825972125001,256,334,False
