task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
igsm,depth_4_hierarchical_mod_7,Question. J#A := 1. K#L := L#A. G#G := J#N * L#A. C#G := H#H. G#O := J#A * J#A. F#H := D#B + H#H. J#N := 5. A#D := G#O. D#B := A#D. O#A := H#H. A#B := A#D. H#H := P#F * A#D. H#M := D#B - D#B. L#A := 3. F#D := L#A. P#I := 2. P#F := G#G. F#H?,2,2,True,f0b0a66a,4,[FINAL]  2 [END],23.514321892000225,5,1973,False
igsm,depth_4_hierarchical_mod_7,Question. C#L := A#M. A#O := N#L * N#L. N#D := E#K. A#M := H#C * C#K. E#H := 0. L#G := E#H - N#F. E#K := C#L. N#F := 3. C#K := 2. N#L := A#M + J#K. L#I := A#M. F#A := E#K. H#C := 3. J#K := H#C. M#E := A#M. O#I := E#K + A#O. N#D?,6,2,False,e0ef0adf,4,[FINAL]  2 [END],23.514321892000225,5,1965,False
igsm,depth_4_hierarchical_mod_7,Question. C#B := G#B. C#M := D#G. K#D := G#B. D#G := A#B - M#E. M#I := C#G. O#N := G#B. C#A := 3. P#D := C#A - C#A. M#E := O#N * O#N. E#N := 3. E#C := 6. A#B := O#N. G#B := 6. G#D := D#G + D#G. C#G := A#B - A#B. M#I?,0,6,False,5dcc48bd,4,[FINAL]  6 [END],23.547854564000772,5,1957,False
igsm,depth_4_hierarchical_mod_7,Question. A#O := C#C. I#E := 3. J#N := E#F. E#F := F#G - P#I. M#E := E#P. F#G := I#E. P#N := A#O. E#G := E#F * E#F. M#M := 0. C#C := E#B * I#E. C#B := E#G - P#N. E#B := 2. L#L := 2. P#I := I#E. E#P := E#F. K#P := E#P * P#N. M#E?,0,2,False,926e2302,4,[FINAL]  2 [END],23.547854564000772,5,1965,False
igsm,depth_4_hierarchical_mod_7,Question. L#N := 3. I#K := F#N + F#N. I#E := F#F. A#M := A#K * K#I. A#K := E#O * E#O. B#G := 2. E#O := L#N. O#N := 0. F#N := K#I. E#I := L#N. F#F := 4. B#B := B#G - O#N. K#C := F#N - F#N. K#I := E#I. O#H := E#O. I#B := B#B - E#I. K#C?,0,2,False,47f91017,4,[FINAL]  2 [END],23.557104217000415,5,1969,False
igsm,depth_4_hierarchical_mod_7,Question. F#A := J#O. A#K := A#P. P#H := A#K - F#C. O#C := J#O. H#C := H#N - B#G. A#P := F#B. P#N := F#C * B#G. J#O := E#L. F#B := D#E * D#E. H#N := O#C. L#I := D#E. O#K := 0. E#L := 6. D#E := 6. F#C := A#P. B#G := A#P. E#N := 3. H#C?,5,3,False,f606925a,4,[FINAL]  3 [END],23.557104217000415,5,1969,False
igsm,depth_4_hierarchical_mod_7,Question. B#B := B#M. J#A := C#K. B#M := A#P. C#K := A#P. K#M := 3. N#K := D#F. F#J := 4. N#M := 3. D#F := A#I. N#E := C#K - D#F. D#M := N#K. O#N := N#K. M#D := 3. G#A := J#A. A#I := M#D. A#P := K#M * M#D. G#A?,2,3,False,b5383f03,4,[FINAL]  3 [END],23.90205036200041,5,1953,False
igsm,depth_4_hierarchical_mod_7,Question. E#K := A#D - K#F. A#O := E#K. A#F := 3. G#B := 6. A#A := D#D - D#D. A#D := D#D. K#F := N#O. O#P := A#A + A#A. D#D := G#B. N#O := A#F. J#O := O#P. M#E := 4. L#O := 6. L#N := N#O. J#O?,0,1,False,9bfe993b,4,[FINAL]  1 [END],23.90205036200041,5,1941,False
igsm,depth_4_hierarchical_mod_7,Question. M#P := 5. L#G := H#P. I#J := H#P. M#D := M#P. F#B := H#O * H#O. F#K := 1. H#O := H#P * M#D. I#I := N#N * N#N. N#N := H#O. F#G := 1. H#P := O#B. O#A := N#N. O#B := 2. D#E := H#P. I#I?,2,2,True,81ced210,4,[FINAL]  2 [END],23.509282965999773,5,1941,False
igsm,depth_4_hierarchical_mod_7,Question. J#E := M#N. P#J := N#D + K#D. K#A := G#L * J#E. K#D := J#I * K#A. J#I := J#E. G#A := N#D. E#K := K#A. C#P := G#J. G#L := M#N * H#F. J#H := C#P + N#D. N#D := G#J. O#L := M#N + A#P. H#F := 1. C#F := 4. M#N := 3. A#P := 5. G#J := J#E. P#J?,2,1,False,3d895404,4,[FINAL]  1 [END],23.509282965999773,5,1977,False
