task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,501 + 608 =,1109,1119,False,d12a1eb5,4,[FINAL]  1119 [END],17.6295196210001,8,339,False
n_ary,2_ops,991 + 221 =,1212,1112,False,aea4eac6,4,[FINAL]  1112 [END],17.6295196210001,8,339,False
n_ary,2_ops,338 + 566 =,904,954,False,3b34d024,4,[FINAL]  954 [END],17.6295196210001,7,339,False
n_ary,2_ops,790 + 956 =,1746,1546,False,440a065c,4,[FINAL]  1546 [END],17.6295196210001,8,339,False
n_ary,2_ops,727 + 930 =,1657,1707,False,e483cd89,4,[FINAL]  1707 [END],17.6295196210001,8,339,False
n_ary,2_ops,498 + 468 =,966,956,False,2cadda10,4,[FINAL]  956 [END],17.6295196210001,7,339,False
n_ary,2_ops,304 + 683 =,987,1017,False,3e0797a4,4,[FINAL]  1017 [END],17.6295196210001,8,339,False
n_ary,2_ops,364 + 573 =,937,917,False,8b6d5edd,4,[FINAL]  917 [END],17.6295196210001,7,339,False
n_ary,2_ops,904 + 815 =,1719,1799,False,59bca55f,4,[FINAL]  1799 [END],17.399664018000067,8,339,False
n_ary,2_ops,912 + 308 =,1220,1230,False,2f62290a,4,[FINAL]  1230 [END],17.399664018000067,8,339,False
n_ary,2_ops,058 + 691 =,749,1589,False,5b4c5b01,4,[FINAL]  1589 [END],17.399664018000067,8,339,False
n_ary,2_ops,751 + 786 =,1537,1517,False,2f0c4083,4,[FINAL]  1517 [END],17.399664018000067,8,339,False
n_ary,2_ops,526 + 083 =,609,609,True,91393d62,4,[FINAL]  609 [END],17.399664018000067,7,339,False
n_ary,2_ops,309 + 851 =,1160,1250,False,b941f740,4,[FINAL]  1250 [END],17.399664018000067,8,339,False
n_ary,2_ops,792 + 939 =,1731,1731,True,d59254bf,4,[FINAL]  1731 [END],17.399664018000067,8,339,False
n_ary,2_ops,742 + 687 =,1429,1409,False,0d7e7e8a,4,[FINAL]  1409 [END],17.399664018000067,8,339,False
n_ary,2_ops,855 + 424 =,1279,1299,False,84d2be82,4,[FINAL]  1299 [END],20.35257439399993,8,339,False
n_ary,2_ops,175 + 085 =,260,160,False,57a77359,4,[FINAL]  160 [END],20.35257439399993,7,339,False
n_ary,2_ops,267 + 179 =,446,436,False,344c80d5,4,[FINAL]  436 [END],20.35257439399993,7,339,False
n_ary,2_ops,681 + 629 =,1310,1308,False,4d71e4d1,4,[FINAL]  1308 [END],20.35257439399993,8,339,False
n_ary,2_ops,885 + 916 =,1801,1821,False,e5e0f32a,4,[FINAL]  1821 [END],20.35257439399993,8,339,False
n_ary,2_ops,468 + 587 =,1055,1065,False,29d59f7a,4,[FINAL]  1065 [END],20.35257439399993,8,339,False
n_ary,2_ops,152 + 780 =,932,152,False,06280537,4,[FINAL]  152 + 780 = 932,20.35257439399993,14,339,False
n_ary,2_ops,085 + 461 =,546,1018,False,80c329fa,4,[FINAL]  1018 [END],20.35257439399993,8,339,False
n_ary,2_ops,588 + 005 =,593,593,True,946dea2f,4,[FINAL]  593 [END],17.695151347000092,7,339,False
n_ary,2_ops,579 + 660 =,1239,1259,False,15e64fed,4,[FINAL]  1259 [END],17.695151347000092,8,339,False
n_ary,2_ops,558 + 040 =,598,628,False,8ad10d84,4,[FINAL]  628 [END],17.695151347000092,7,339,False
n_ary,2_ops,502 + 045 =,547,527,False,1af6e56e,4,[FINAL]  527 [END],17.695151347000092,7,339,False
n_ary,2_ops,090 + 188 =,278,188,False,643d8055,4,"[FINAL]  188

#",17.695151347000092,7,339,False
n_ary,2_ops,523 + 365 =,888,888,True,cf392354,4,[FINAL]  888 [END],17.695151347000092,7,339,False
n_ary,2_ops,344 + 216 =,560,610,False,27d94e5a,4,[FINAL]  610 [END],17.695151347000092,7,339,False
n_ary,2_ops,962 + 647 =,1609,1599,False,5fe98664,4,[FINAL]  1599 [END],17.695151347000092,8,339,False
n_ary,2_ops,858 + 374 =,1232,1232,True,404646af,4,[FINAL]  1232 [END],17.66249846200003,8,339,False
n_ary,2_ops,233 + 403 =,636,636,True,c5e8dc98,4,[FINAL]  636 [END],17.66249846200003,7,339,False
n_ary,2_ops,096 + 087 =,183,142,False,21edfba0,4,[FINAL]  142 [END],17.66249846200003,7,339,False
n_ary,2_ops,525 + 426 =,951,1081,False,2ff57125,4,[FINAL]  1081 [END],17.66249846200003,8,339,False
n_ary,2_ops,148 + 673 =,821,2509,False,38295947,4,[FINAL]  2509 [END],17.66249846200003,8,339,False
n_ary,2_ops,016 + 856 =,872,922,False,ae03329e,4,[FINAL]  922 [END],17.66249846200003,7,339,False
n_ary,2_ops,275 + 442 =,717,677,False,7be22b3b,4,[FINAL]  677 [END],17.66249846200003,7,339,False
n_ary,2_ops,771 + 007 =,778,718,False,c507c96a,4,[FINAL]  718 [END],17.66249846200003,7,339,False
n_ary,2_ops,215 + 859 =,1074,1454,False,1acb20d8,4,[FINAL]  1454 [END],20.462949499999922,8,339,False
n_ary,2_ops,221 + 722 =,943,933,False,a6ac8e11,4,[FINAL]  933 [END],20.462949499999922,7,339,False
n_ary,2_ops,119 + 399 =,518,119,False,c54e9d7c,4,[FINAL]  119 + 399 = 518,20.462949499999922,14,339,False
n_ary,2_ops,656 + 084 =,740,700,False,0f6b6858,4,[FINAL]  700 [END],20.462949499999922,7,339,False
n_ary,2_ops,783 + 669 =,1452,1442,False,2b376c54,4,[FINAL]  1442 [END],20.462949499999922,8,339,False
n_ary,2_ops,501 + 354 =,855,855,True,9cae1c95,4,[FINAL]  855 [END],20.462949499999922,7,339,False
n_ary,2_ops,621 + 630 =,1251,1241,False,f77bb3ed,4,[FINAL]  1241 [END],20.462949499999922,8,339,False
n_ary,2_ops,807 + 961 =,1768,1838,False,7c57c223,4,[FINAL]  1838 [END],20.462949499999922,8,339,False
n_ary,2_ops,814 + 033 =,847,847,True,0b83196a,4,[FINAL]  847 [END],17.708652108000024,7,339,False
n_ary,2_ops,519 + 868 =,1387,1407,False,0b0596f6,4,[FINAL]  1407 [END],17.708652108000024,8,339,False
n_ary,2_ops,761 + 154 =,915,815,False,07b3549b,4,[FINAL]  815 [END],17.708652108000024,7,339,False
n_ary,2_ops,088 + 806 =,894,1754,False,43e08d05,4,[FINAL]  1754 [END],17.708652108000024,8,339,False
