task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,161 + 716 =,877,227,False,8c4f6f5d,8,"[FINAL]  227

",29.71485942700008,6,224,False
n_ary,2_ops,610 + 467 =,1077,1077,True,ad3515c8,8,"[FINAL]  1077

",29.71485942700008,7,224,False
n_ary,2_ops,743 + 274 =,1017,1000,False,fb9991cb,8,[FINAL]  1000 + 1000 = 200,29.71485942700008,16,224,False
n_ary,2_ops,398 + 534 =,932,922,False,eb4e3295,8,[FINAL]  922 + 544 =,29.71485942700008,10,224,False
n_ary,2_ops,663 + 455 =,1118,1188,False,e0f07e73,8,[FINAL]  1188 + 555 = 1743,29.71485942700008,16,224,False
n_ary,2_ops,158 + 153 =,311,311,True,38d85cf4,8,[FINAL]  311 + 313 =,29.71485942700008,10,224,False
n_ary,2_ops,181 + 855 =,1036,236,False,11eb02d7,8,"[FINAL]  236

",29.71485942700008,6,224,False
n_ary,2_ops,609 + 864 =,1473,1543,False,ef9e4d87,8,"[FINAL]  1543

",29.71485942700008,7,224,False
n_ary,2_ops,962 + 867 =,1829,1689,False,d0603b29,8,"[FINAL]  1689

",30.26628628900005,7,224,False
n_ary,2_ops,855 + 090 =,945,945,True,729c70da,8,[FINAL]  945 + 090 = 1035,30.26628628900005,15,224,False
n_ary,2_ops,842 + 666 =,1508,1488,False,5328fec5,8,[FINAL]  1488 + 666 = 2154,30.26628628900005,16,224,False
n_ary,2_ops,000 + 958 =,958,958,True,40cd1a09,8,[FINAL]  958 + 000 = 958,30.26628628900005,14,224,False
n_ary,2_ops,797 + 826 =,1623,1633,False,04ec480e,8,[FINAL]  1633 + 1633 = 326,30.26628628900005,16,224,False
n_ary,2_ops,444 + 662 =,1106,1066,False,579109c1,8,"[FINAL]  1066

",30.26628628900005,7,224,False
n_ary,2_ops,101 + 812 =,913,1938,False,b1f05b80,8,"[FINAL]  1938

",30.26628628900005,7,224,False
n_ary,2_ops,273 + 086 =,359,300,False,172b50dd,8,"[FINAL]  300

",30.26628628900005,6,224,False
n_ary,2_ops,883 + 760 =,1643,1593,False,b2875dc0,8,[FINAL]  1593 + 660 =,30.213794702000087,11,224,False
n_ary,2_ops,602 + 894 =,1496,1506,False,abf6fe5f,8,[FINAL]  1506 + 994 = 2500,30.213794702000087,16,224,False
n_ary,2_ops,030 + 986 =,1016,126666600000000,False,af99e143,8,[FINAL]  126666600000000,30.213794702000087,16,224,False
n_ary,2_ops,313 + 749 =,1062,1182,False,e0d78def,8,"[FINAL]  1182

",30.213794702000087,7,224,False
n_ary,2_ops,458 + 608 =,1066,1196,False,b543bd29,8,[FINAL]  1196 + 608 = 1804,30.213794702000087,16,224,False
n_ary,2_ops,783 + 436 =,1219,1219,True,bdefdae5,8,"[FINAL]  1219

",30.213794702000087,7,224,False
n_ary,2_ops,239 + 052 =,291,391,False,bb1bbf7c,8,"[FINAL]  391 + 57 = 448

",30.213794702000087,15,224,False
n_ary,2_ops,798 + 274 =,1072,1032,False,b3da0a7d,8,[FINAL]  1032 + 244 =,30.213794702000087,11,224,False
n_ary,2_ops,461 + 107 =,568,568,True,2de77edc,8,[FINAL]  568 + 77 = 645,30.053635258999975,13,224,False
n_ary,2_ops,025 + 078 =,103,133,False,810221f1,8,[FINAL]  133 + 55 + 77 + 37,30.053635258999975,16,224,False
n_ary,2_ops,602 + 500 =,1102,1122,False,4b4bf6e2,8,[FINAL]  1122 + 500 = 1622,30.053635258999975,16,224,False
n_ary,2_ops,313 + 252 =,565,585,False,e064e6c4,8,[FINAL]  585 + 333 =,30.053635258999975,10,224,False
n_ary,2_ops,208 + 620 =,828,808,False,51df3064,8,[FINAL]  808 + 620 = 1428,30.053635258999975,15,224,False
n_ary,2_ops,184 + 856 =,1040,238,False,b543c8a1,8,"[FINAL]  238

",30.053635258999975,6,224,False
n_ary,2_ops,340 + 783 =,1123,1223,False,2d12fcca,8,"[FINAL]  1223

",30.053635258999975,7,224,False
n_ary,2_ops,096 + 472 =,568,1336,False,27c511b6,8,[FINAL]  1336 + 777 = 2113,30.053635258999975,16,224,False
n_ary,2_ops,546 + 928 =,1474,1414,False,7c4ab500,8,"[FINAL]  1414

",30.11215176899998,7,224,False
n_ary,2_ops,243 + 006 =,249,299,False,51b7fc77,8,"[FINAL]  299

",30.11215176899998,6,224,False
n_ary,2_ops,625 + 285 =,910,910,True,b9e256ee,8,[FINAL]  910 + 550 =,30.11215176899998,10,224,False
n_ary,2_ops,560 + 682 =,1242,1342,False,e3a587db,8,"[FINAL]  1342

",30.11215176899998,7,224,False
n_ary,2_ops,959 + 284 =,1243,1203,False,f77c4b1f,8,"[FINAL]  1203

",30.11215176899998,7,224,False
n_ary,2_ops,269 + 842 =,1111,1111,True,2cdd5efe,8,[FINAL]  1111 + 2222 = 333,30.11215176899998,16,224,False
n_ary,2_ops,243 + 215 =,458,488,False,979e01dd,8,[FINAL]  488 + 567 = 1055,30.11215176899998,15,224,False
n_ary,2_ops,499 + 455 =,954,954,True,7055f512,8,[FINAL]  954 + 555 =,30.11215176899998,10,224,False
n_ary,2_ops,817 + 321 =,1138,1198,False,b03cc186,8,"[FINAL]  1198

",30.254978729999948,7,224,False
n_ary,2_ops,983 + 002 =,985,935,False,3f761d5e,8,[FINAL]  935 + 022 =,30.254978729999948,10,224,False
n_ary,2_ops,777 + 902 =,1679,1699,False,a07fe87b,8,"[FINAL]  1699

",30.254978729999948,7,224,False
n_ary,2_ops,225 + 888 =,1113,1143,False,b430d9d5,8,"[FINAL]  1143

",30.254978729999948,7,224,False
n_ary,2_ops,748 + 549 =,1297,1337,False,3d8d09f4,8,"[FINAL]  1337

",30.254978729999948,7,224,False
n_ary,2_ops,239 + 476 =,715,1005,False,1804fa40,8,[FINAL]  1005 + 766 =,30.254978729999948,11,224,False
n_ary,2_ops,551 + 460 =,1011,971,False,93f3ee11,8,[FINAL]  971 + 460 = 1431,30.254978729999948,15,224,False
n_ary,2_ops,672 + 709 =,1381,1381,True,a3621c6c,8,[FINAL]  1381 + 799 = 2180,30.254978729999948,16,224,False
n_ary,2_ops,051 + 540 =,591,1001,False,fbe8d7f0,8,[FINAL]  1001 + 540 =,30.51198561800004,11,224,False
n_ary,2_ops,633 + 586 =,1219,1209,False,23217de8,8,[FINAL]  1209 + 567 = 1776,30.51198561800004,16,224,False
n_ary,2_ops,000 + 114 =,114,144,False,0ff9cf94,8,"[FINAL]  144

",30.51198561800004,6,224,False
n_ary,2_ops,648 + 833 =,1481,1281,False,8e7e6d00,8,"[FINAL]  1281

",30.51198561800004,7,224,False
n_ary,2_ops,798 + 723 =,1521,1511,False,170338b1,8,"[FINAL]  1511

",30.51198561800004,7,224,False
n_ary,2_ops,732 + 916 =,1648,1298,False,aa77dfec,8,"[FINAL]  1298

",30.51198561800004,7,224,False
n_ary,2_ops,740 + 763 =,1503,1303,False,e506fc1f,8,"[FINAL]  1303

",30.51198561800004,7,224,False
n_ary,2_ops,543 + 600 =,1143,1133,False,33922522,8,"[FINAL]  1133

",30.51198561800004,7,224,False
n_ary,2_ops,278 + 182 =,460,460,True,9f570a09,8,[FINAL]  460 + 120 = 580 + ,30.130794194000032,16,224,False
n_ary,2_ops,013 + 789 =,802,123456789,False,80848d7e,8,[FINAL]  123456789,30.130794194000032,10,224,False
n_ary,2_ops,550 + 521 =,1071,1071,True,2639d70b,8,"[FINAL]  1071

",30.130794194000032,7,224,False
n_ary,2_ops,702 + 113 =,815,835,False,dd189058,8,[FINAL]  835 + 133 =,30.130794194000032,10,224,False
n_ary,2_ops,555 + 157 =,712,712,True,bc5d367d,8,[FINAL]  712 + 555 + 177 =,30.130794194000032,15,224,False
n_ary,2_ops,568 + 743 =,1311,1331,False,892cd170,8,[FINAL]  1331 + 733 =,30.130794194000032,11,224,False
n_ary,2_ops,143 + 335 =,478,498,False,0c122e6b,8,[FINAL]  498 + 555 =,30.130794194000032,10,224,False
n_ary,2_ops,662 + 802 =,1464,1444,False,6fd7868e,8,[FINAL]  1444 + 1444 = 288,30.130794194000032,16,224,False
n_ary,2_ops,982 + 300 =,1282,1222,False,071c9963,8,[FINAL]  1222 + 300 = 1522,30.25447895399998,16,224,False
n_ary,2_ops,572 + 587 =,1159,1149,False,1c9dbec8,8,"[FINAL]  1149

",30.25447895399998,7,224,False
n_ary,2_ops,871 + 175 =,1046,1066,False,b3d71aa2,8,[FINAL]  1066 + 155 = 1221,30.25447895399998,16,224,False
n_ary,2_ops,911 + 435 =,1346,1366,False,462cafbb,8,"[FINAL]  1366

",30.25447895399998,7,224,False
n_ary,2_ops,027 + 013 =,40,100,False,3528390d,8,"[FINAL]  100

",30.25447895399998,6,224,False
n_ary,2_ops,165 + 367 =,532,532,True,4adbf694,8,"[FINAL]  532

",30.25447895399998,6,224,False
n_ary,2_ops,446 + 393 =,839,809,False,42349bc4,8,[FINAL]  809 + 393 = 1202,30.25447895399998,15,224,False
n_ary,2_ops,854 + 302 =,1156,1166,False,b7072a1e,8,"[FINAL]  1166

",30.25447895399998,7,224,False
n_ary,2_ops,041 + 311 =,352,442,False,69957b42,8,[FINAL]  442 + 173 = 615,30.09676277299991,14,224,False
n_ary,2_ops,334 + 773 =,1107,1067,False,804a8ce5,8,"[FINAL]  1067

",30.09676277299991,7,224,False
n_ary,2_ops,083 + 743 =,826,1076,False,95f37bae,8,"[FINAL]  1076

",30.09676277299991,7,224,False
n_ary,2_ops,549 + 114 =,663,663,True,b9d3d4c9,8,[FINAL]  663 + 114 = 777,30.09676277299991,14,224,False
n_ary,2_ops,231 + 503 =,734,734,True,c3700382,8,[FINAL]  734 + 537 =,30.09676277299991,10,224,False
n_ary,2_ops,643 + 403 =,1046,1036,False,60855108,8,[FINAL]  1036 + 437 = 1473,30.09676277299991,16,224,False
n_ary,2_ops,952 + 320 =,1272,1272,True,3a744933,8,[FINAL]  1272 + 200 = 1472,30.09676277299991,16,224,False
n_ary,2_ops,516 + 165 =,681,721,False,51114040,8,[FINAL]  721 + 566 = 1387,30.09676277299991,15,224,False
n_ary,2_ops,997 + 090 =,1087,977,False,6e414208,8,[FINAL]  977 + 000 = 977,30.21331889099997,14,224,False
n_ary,2_ops,213 + 576 =,789,801,False,83f7c078,8,[FINAL]  801 + 567 = 1368,30.21331889099997,15,224,False
n_ary,2_ops,313 + 434 =,747,777,False,525ea4a1,8,"[FINAL]  777

",30.21331889099997,6,224,False
n_ary,2_ops,053 + 033 =,86,033,False,283cdaa7,8,[FINAL]  033 + 033 = 033,30.21331889099997,14,224,False
n_ary,2_ops,729 + 362 =,1091,1051,False,06363bdb,8,[FINAL]  1051 + 322 = 1373,30.21331889099997,16,224,False
n_ary,2_ops,040 + 281 =,321,321,True,c5d214ac,8,[FINAL]  321 + 281 = 602,30.21331889099997,14,224,False
