task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,599 + 320 =,919,919,True,1a6dabd5,2,[FINAL]  919 [END],8.902425649999998,7,854,False
n_ary,2_ops,752 + 364 =,1116,1116,True,f6ec251d,2,[FINAL]  1116 [END],4.238212627999985,8,854,False
n_ary,2_ops,113 + 902 =,1015,1015,True,4718f8f8,2,[FINAL]  1015 [END],5.053640199000029,8,854,False
n_ary,2_ops,232 + 193 =,425,425,True,16a05b0e,2,[FINAL]  425 [END],3.925347514000009,7,854,False
n_ary,2_ops,106 + 292 =,398,498,False,d7ff7d3b,2,[FINAL]  498 [END],4.567303347000006,7,854,False
n_ary,2_ops,495 + 101 =,596,596,True,1fa74436,2,[FINAL]  596 [END],4.626607288999992,7,854,False
n_ary,2_ops,397 + 886 =,1283,1283,True,98bc803a,2,[FINAL]  1283 [END],4.040639072000033,8,854,False
n_ary,2_ops,259 + 516 =,775,875,False,9e1e42f7,2,[FINAL]  875 [END],4.168310325999983,7,854,False
n_ary,2_ops,014 + 434 =,448,448,True,06a47af5,2,[FINAL]  448 [END],4.533042034000005,7,854,False
n_ary,2_ops,892 + 929 =,1821,1821,True,613d9ddd,2,[FINAL]  1821 [END],4.124529066000036,8,854,False
n_ary,2_ops,076 + 839 =,915,915,True,4b7dc77f,2,[FINAL]  915 [END],4.118177500999991,7,854,False
n_ary,2_ops,048 + 210 =,258,358,False,e241873d,2,[FINAL]  358 [END],4.82958314900003,7,854,False
n_ary,2_ops,873 + 331 =,1204,1204,True,5eb83143,2,[FINAL]  1204 [END],4.129612542000018,8,854,False
n_ary,2_ops,563 + 035 =,598,600,False,6ee84657,2,[FINAL]  600 [END],4.274410644999989,7,854,False
n_ary,2_ops,706 + 551 =,1257,1257,True,1f595cab,2,[FINAL]  1257 [END],4.276809927000045,8,854,False
n_ary,2_ops,704 + 617 =,1321,1321,True,73efad3c,2,[FINAL]  1321 [END],4.046770089999995,8,854,False
n_ary,2_ops,887 + 558 =,1445,1445,True,1ead4440,2,[FINAL]  1445 [END],4.220530948000032,8,854,False
n_ary,2_ops,794 + 568 =,1362,1362,True,3473979e,2,[FINAL]  1362 [END],4.246121593999988,8,854,False
n_ary,2_ops,175 + 890 =,1065,1065,True,3161445b,2,[FINAL]  1065 [END],4.016819378999969,8,854,False
n_ary,2_ops,281 + 876 =,1157,1157,True,e7d8340b,2,[FINAL]  1157 [END],4.816397719999998,8,854,False
n_ary,2_ops,483 + 787 =,1270,1270,True,be8f81e0,2,[FINAL]  1270 [END],4.177221150999969,8,854,False
n_ary,2_ops,539 + 012 =,551,551,True,eccb9220,2,[FINAL]  551 [END],4.076927008999974,7,854,False
n_ary,2_ops,101 + 028 =,129,129,True,20a62597,2,[FINAL]  129 [END],4.338497993999965,7,854,False
n_ary,2_ops,862 + 709 =,1571,1571,True,0f809a61,2,[FINAL]  1571 [END],4.207833089000019,8,854,False
n_ary,2_ops,370 + 464 =,834,834,True,444507a4,2,[FINAL]  834 [END],4.075807295999994,7,854,False
n_ary,2_ops,876 + 164 =,1040,1040,True,42181200,2,[FINAL]  1040 [END],4.295875049000017,8,854,False
n_ary,2_ops,576 + 613 =,1189,1189,True,e3bfbe05,2,[FINAL]  1189 [END],4.591893978999963,8,854,False
n_ary,2_ops,146 + 082 =,228,228,True,f80a4770,2,[FINAL]  228 [END],3.985452502999976,7,854,False
n_ary,2_ops,632 + 828 =,1460,1460,True,e7885b65,2,[FINAL]  1460 [END],4.462468084999955,8,854,False
n_ary,2_ops,930 + 877 =,1807,1807,True,99fb2874,2,[FINAL]  1807 [END],4.216976431000035,8,854,False
n_ary,2_ops,503 + 586 =,1089,1099,False,1869607e,2,[FINAL]  1099 [END],4.088256662999925,8,854,False
n_ary,2_ops,700 + 790 =,1490,1490,True,55b4ae93,2,[FINAL]  1490 [END],4.667022325000062,8,854,False
n_ary,2_ops,260 + 094 =,354,354,True,41481d67,2,[FINAL]  354 [END],4.1169802890000256,7,854,False
n_ary,2_ops,372 + 158 =,530,530,True,2f4385d0,2,[FINAL]  530 [END],4.558612158999949,7,854,False
n_ary,2_ops,183 + 159 =,342,342,True,8c452c3e,2,[FINAL]  342 [END],5.23620508099998,7,854,False
n_ary,2_ops,052 + 736 =,788,888,False,2e73d7ce,2,[FINAL]  888 [END],4.114086446999977,7,854,False
n_ary,2_ops,198 + 225 =,423,423,True,a9074a55,2,[FINAL]  423 [END],4.218079669999952,7,854,False
n_ary,2_ops,001 + 581 =,582,582,True,62e4ef39,2,[FINAL]  582 [END],4.950544874000002,7,854,False
n_ary,2_ops,369 + 349 =,718,718,True,3d95bd5d,2,[FINAL]  718 [END],4.078334902000051,7,854,False
n_ary,2_ops,644 + 172 =,816,816,True,fd4d9651,2,[FINAL]  816 [END],4.104447448999963,7,854,False
n_ary,2_ops,034 + 403 =,437,437,True,f5a9be08,2,[FINAL]  437 [END],4.704780711000012,7,854,False
n_ary,2_ops,196 + 918 =,1114,1114,True,9472e98e,2,[FINAL]  1114 [END],4.664693392000004,8,854,False
n_ary,2_ops,403 + 034 =,437,437,True,f58294a4,2,[FINAL]  437 [END],4.160697022000022,7,854,False
n_ary,2_ops,218 + 279 =,497,497,True,8bb84fa7,2,[FINAL]  497 [END],4.303695697999956,7,854,False
n_ary,2_ops,649 + 331 =,980,980,True,346191cc,2,[FINAL]  980 [END],4.071077918000015,7,854,False
n_ary,2_ops,695 + 375 =,1070,1070,True,a33987f7,2,[FINAL]  1070 [END],4.385389327999974,8,854,False
n_ary,2_ops,906 + 578 =,1484,1484,True,81d7cf54,2,[FINAL]  1484 [END],4.269560518000048,8,854,False
n_ary,2_ops,223 + 498 =,721,721,True,b318b9c2,2,[FINAL]  721 [END],4.090806960999998,7,854,False
n_ary,2_ops,395 + 885 =,1280,1280,True,00c35ee0,2,[FINAL]  1280 [END],4.836054732000093,8,854,False
n_ary,2_ops,398 + 013 =,411,511,False,5e4d6451,2,[FINAL]  511 [END],4.020006228999932,7,854,False
n_ary,2_ops,230 + 445 =,675,675,True,8b72c660,2,[FINAL]  675 [END],4.165012952999973,7,854,False
n_ary,2_ops,089 + 497 =,586,586,True,e0005fc8,2,[FINAL]  586 [END],4.343344459999912,7,854,False
n_ary,2_ops,688 + 867 =,1555,1555,True,685a9f43,2,[FINAL]  1555 [END],4.096049919000052,8,854,False
n_ary,2_ops,052 + 571 =,623,623,True,15add8a0,2,[FINAL]  623 [END],4.10700817999998,7,854,False
n_ary,2_ops,033 + 207 =,240,240,True,170f6f5b,2,[FINAL]  240 [END],4.374068122999915,7,854,False
n_ary,2_ops,400 + 390 =,790,790,True,2fe48d25,2,[FINAL]  790 [END],4.569592149999949,7,854,False
n_ary,2_ops,591 + 376 =,967,967,True,4c7c3066,2,[FINAL]  967 [END],4.100464885999941,7,854,False
n_ary,2_ops,330 + 481 =,811,811,True,b97f35e2,2,[FINAL]  811 [END],4.927039242999967,7,854,False
n_ary,2_ops,326 + 401 =,727,727,True,c99d2d7f,2,[FINAL]  727 [END],4.068591086999959,7,854,False
n_ary,2_ops,634 + 878 =,1512,1512,True,34cbf77c,2,[FINAL]  1512 [END],4.163125393999962,8,854,False
n_ary,2_ops,019 + 607 =,626,626,True,e7703a53,2,[FINAL]  626 [END],5.310452534999968,7,854,False
n_ary,2_ops,368 + 442 =,810,810,True,d2a6479f,2,[FINAL]  810 [END],4.089243878999923,7,854,False
n_ary,2_ops,780 + 690 =,1470,1470,True,d40ac121,2,[FINAL]  1470 [END],4.728561761000037,8,854,False
n_ary,2_ops,820 + 864 =,1684,1684,True,0025185e,2,[FINAL]  1684 [END],4.771285120000016,8,854,False
n_ary,2_ops,232 + 284 =,516,516,True,8c04d850,2,[FINAL]  516 [END],4.133359757999983,7,854,False
n_ary,2_ops,426 + 597 =,1023,1123,False,a8bb974c,2,[FINAL]  1123 [END],4.294878464000021,8,854,False
